Invoice ID,Customer ID,Customer,Segment,Invoice Date,Due Date,Invoice Amount,Paid Amount,Payment Date,Collector,Promise Date,Promise Amount,Dispute,Risk Tier
INV-0211,CUS-019,Customer 19,Hospitality,2026-03-25,2026-04-09,14344.88,14344.88,2026-04-11,Rita,,0,No,Medium
INV-0212,CUS-020,Customer 20,Public Sector,2026-05-16,2026-07-15,12813.8,12813.8,2026-08-07,Nabil,,0,No,High
INV-0213,CUS-021,Customer 21,Retail,2026-05-29,2026-06-28,5975.45,5975.45,2026-07-18,Maya,,0,No,Low
INV-0214,CUS-022,Customer 22,Commercial,2026-04-26,2026-06-25,7130.15,0,,Karim,,0,Yes,Medium
INV-0215,CUS-023,Customer 23,Hospitality,2026-03-19,2026-05-18,7975.71,0,,Rita,,0,No,Medium
INV-0216,CUS-024,Customer 24,Public Sector,2026-06-08,2026-08-07,3766.55,3766.55,2026-08-01,Nabil,,0,No,High
INV-0217,CUS-025,Customer 25,Retail,2026-02-06,2026-03-23,1678.03,0,,Maya,,0,No,Low
INV-0218,CUS-026,Customer 26,Commercial,2026-05-24,2026-06-23,4484.74,3173.72,2026-07-13,Karim,2026-07-22,903.92,No,Medium
INV-0219,CUS-027,Customer 27,Hospitality,2026-01-15,2026-02-14,5620.08,5620.08,2026-03-04,Rita,,0,No,Medium
INV-0220,CUS-028,Customer 28,Public Sector,2026-06-13,2026-07-13,16992.12,16992.12,2026-07-17,Nabil,,0,No,High
INV-0221,CUS-029,Customer 29,Retail,2026-04-27,2026-06-26,2865.52,2865.52,2026-07-17,Maya,,0,No,Low
INV-0222,CUS-030,Customer 30,Commercial,2026-02-21,2026-03-23,16229.02,0,,Karim,2026-07-19,15761.32,No,Medium
INV-0223,CUS-031,Customer 31,Hospitality,2026-04-01,2026-04-16,4711.45,4711.45,2026-05-11,Rita,,0,No,Medium
INV-0224,CUS-032,Customer 32,Public Sector,2026-06-06,2026-08-05,9799.26,2559.27,2026-08-09,Nabil,,0,No,High
INV-0225,CUS-033,Customer 33,Retail,2026-05-11,2026-06-10,3630.6,3630.6,2026-06-12,Maya,,0,No,Low
INV-0226,CUS-034,Customer 34,Commercial,2026-02-26,2026-03-28,3417.89,3417.89,2026-04-11,Karim,,0,No,Medium
INV-0227,CUS-035,Customer 35,Hospitality,2026-03-27,2026-05-11,11477.07,11477.07,2026-05-11,Rita,,0,No,Medium
INV-0228,CUS-036,Customer 36,Public Sector,2026-06-14,2026-07-29,11864.15,11864.15,2026-08-20,Nabil,,0,No,High
INV-0229,CUS-037,Customer 37,Retail,2026-02-03,2026-03-20,794.39,0,,Maya,2026-07-16,709.92,No,Low
INV-0230,CUS-038,Customer 38,Commercial,2026-05-19,2026-07-18,2209.24,1490.75,2026-07-18,Karim,2026-07-17,525.87,Yes,Medium
INV-0231,CUS-039,Customer 39,Hospitality,2026-03-19,2026-04-18,4089.68,4089.68,2026-05-11,Rita,,0,No,Medium
INV-0232,CUS-040,Customer 40,Public Sector,2026-03-04,2026-04-18,11962.08,11962.08,2026-04-20,Nabil,,0,No,High
INV-0233,CUS-041,Customer 41,Retail,2026-01-27,2026-03-28,15564.66,0,,Maya,,0,No,Low
INV-0234,CUS-042,Customer 42,Commercial,2026-04-26,2026-05-26,11422.81,11422.81,2026-06-09,Karim,,0,No,Medium
INV-0235,CUS-043,Customer 43,Hospitality,2026-04-14,2026-05-14,12855.95,12855.95,2026-05-25,Rita,,0,No,Medium
INV-0236,CUS-044,Customer 44,Public Sector,2026-02-14,2026-03-16,2175.01,2175.01,2026-04-01,Nabil,,0,No,High
INV-0237,CUS-045,Customer 45,Retail,2026-03-24,2026-04-23,3299.94,2154.05,2026-04-27,Maya,,0,No,Low
INV-0238,CUS-046,Customer 46,Commercial,2026-04-21,2026-05-21,4087.3,4087.3,2026-06-08,Karim,,0,No,Medium
INV-0239,CUS-047,Customer 47,Hospitality,2026-04-11,2026-06-10,5746.35,2729.76,2026-06-19,Rita,,0,Yes,Medium
INV-0240,CUS-048,Customer 48,Public Sector,2026-03-07,2026-04-06,10810.51,10810.51,2026-04-24,Nabil,,0,No,High
INV-0241,CUS-001,Customer 01,Retail,2026-05-07,2026-06-06,16674.66,4339.76,2026-06-18,Maya,,0,No,Low
INV-0242,CUS-002,Customer 02,Commercial,2026-06-13,2026-07-13,12602.61,12602.61,2026-07-13,Karim,,0,No,Medium
INV-0243,CUS-003,Customer 03,Hospitality,2026-01-25,2026-02-24,16891.97,0,,Rita,,0,No,Medium
INV-0244,CUS-004,Customer 04,Public Sector,2026-05-19,2026-06-03,16950.35,9639.08,2026-06-27,Nabil,,0,No,High
INV-0245,CUS-005,Customer 05,Retail,2026-03-07,2026-05-06,12821.41,12821.41,2026-05-18,Maya,,0,No,Low
INV-0246,CUS-006,Customer 06,Commercial,2026-02-26,2026-04-27,10857.97,10857.97,2026-05-18,Karim,,0,No,Medium
INV-0247,CUS-007,Customer 07,Hospitality,2026-04-13,2026-05-28,6810.91,6810.91,2026-06-13,Rita,,0,No,Medium
INV-0248,CUS-008,Customer 08,Public Sector,2026-03-27,2026-04-11,16512.31,16512.31,2026-04-15,Nabil,,0,No,High
INV-0249,CUS-009,Customer 09,Retail,2026-01-31,2026-03-02,1880.22,0,,Maya,,0,No,Low
INV-0250,CUS-010,Customer 10,Commercial,2026-03-09,2026-04-23,2847.85,1383.41,2026-05-07,Karim,2026-07-24,1305.45,No,Medium
INV-0251,CUS-011,Customer 11,Hospitality,2026-02-05,2026-03-07,14633.98,10825.98,2026-03-18,Rita,,0,No,Medium
INV-0252,CUS-012,Customer 12,Public Sector,2026-06-01,2026-07-01,11657.59,11657.59,2026-07-13,Nabil,,0,No,High
INV-0253,CUS-013,Customer 13,Retail,2026-01-24,2026-03-10,12383.86,0,,Maya,,0,No,Low
INV-0254,CUS-014,Customer 14,Commercial,2026-03-28,2026-05-27,2094.59,0,,Karim,,0,Yes,Medium
INV-0255,CUS-015,Customer 15,Hospitality,2026-05-12,2026-06-11,6921.49,0,,Rita,2026-07-11,5721.54,No,Medium
INV-0256,CUS-016,Customer 16,Public Sector,2026-01-26,2026-03-27,5083.99,5083.99,2026-04-01,Nabil,,0,No,High
INV-0257,CUS-017,Customer 17,Retail,2026-06-06,2026-07-06,7331.89,7331.89,2026-07-22,Maya,,0,No,Low
INV-0258,CUS-018,Customer 18,Commercial,2026-04-28,2026-06-12,1307.53,1307.53,2026-06-30,Karim,,0,No,Medium
INV-0259,CUS-019,Customer 19,Hospitality,2026-03-20,2026-05-04,6316.19,6316.19,2026-05-05,Rita,,0,No,Medium
INV-0260,CUS-020,Customer 20,Public Sector,2026-05-17,2026-06-01,9532.66,9532.66,2026-06-23,Nabil,,0,No,High
INV-0261,CUS-021,Customer 21,Retail,2026-01-30,2026-02-14,7338.55,0,,Maya,,0,No,Low
INV-0262,CUS-022,Customer 22,Commercial,2026-03-17,2026-05-16,9819.91,0,,Karim,,0,No,Medium
INV-0263,CUS-023,Customer 23,Hospitality,2026-02-21,2026-03-23,5807.74,4240.61,2026-04-11,Rita,2026-07-22,1168.66,No,Medium
INV-0264,CUS-024,Customer 24,Public Sector,2026-04-08,2026-05-08,8258.68,8258.68,2026-05-31,Nabil,,0,No,High
INV-0265,CUS-025,Customer 25,Retail,2026-04-04,2026-05-04,14339.63,0,,Maya,,0,No,Low
INV-0266,CUS-026,Customer 26,Commercial,2026-04-22,2026-05-22,14030.23,14030.23,2026-06-07,Karim,,0,No,Medium
INV-0267,CUS-027,Customer 27,Hospitality,2026-06-05,2026-07-05,10402.35,3263.52,2026-07-10,Rita,,0,No,Medium
INV-0268,CUS-028,Customer 28,Public Sector,2026-04-18,2026-05-18,7709.36,7709.36,2026-06-07,Nabil,,0,No,High
INV-0269,CUS-029,Customer 29,Retail,2026-01-07,2026-01-22,2260.87,1064.34,2026-01-23,Maya,2026-07-09,793.85,No,Low
INV-0270,CUS-030,Customer 30,Commercial,2026-05-26,2026-07-10,4804.99,4804.99,2026-07-24,Karim,,0,No,Medium
INV-0271,CUS-031,Customer 31,Hospitality,2026-04-16,2026-05-01,5373.61,5373.61,2026-05-24,Rita,,0,No,Medium
INV-0272,CUS-032,Customer 32,Public Sector,2026-02-14,2026-03-31,5227.95,0,,Nabil,2026-07-08,4638.82,No,High
INV-0273,CUS-033,Customer 33,Retail,2026-02-23,2026-03-25,9806.53,0,,Maya,2026-07-22,4985.23,No,Low
INV-0274,CUS-034,Customer 34,Commercial,2026-06-11,2026-07-26,7632.91,0,,Karim,2026-07-16,4769.84,No,Medium
INV-0275,CUS-035,Customer 35,Hospitality,2026-02-11,2026-03-13,1635.62,1635.62,2026-03-29,Rita,,0,No,Medium
INV-0276,CUS-036,Customer 36,Public Sector,2026-04-25,2026-06-24,3299.54,3299.54,2026-07-11,Nabil,,0,No,High
INV-0277,CUS-037,Customer 37,Retail,2026-01-17,2026-03-18,13008,13008,2026-03-15,Maya,,0,No,Low
INV-0278,CUS-038,Customer 38,Commercial,2026-02-11,2026-04-12,6986.62,6986.62,2026-04-19,Karim,,0,No,Medium
INV-0279,CUS-039,Customer 39,Hospitality,2026-01-09,2026-02-23,4474.69,4474.69,2026-02-22,Rita,,0,No,Medium
INV-0280,CUS-040,Customer 40,Public Sector,2026-03-15,2026-03-30,13944.48,9571.02,2026-04-20,Nabil,2026-07-22,3355.81,No,High
INV-0281,CUS-041,Customer 41,Retail,2026-01-22,2026-02-06,14059.58,0,,Maya,,0,No,Low
INV-0282,CUS-042,Customer 42,Commercial,2026-05-02,2026-06-01,9156.24,9156.24,2026-05-27,Karim,,0,No,Medium
INV-0283,CUS-043,Customer 43,Hospitality,2026-02-27,2026-04-13,6006.11,6006.11,2026-05-02,Rita,,0,No,Medium
INV-0284,CUS-044,Customer 44,Public Sector,2026-04-06,2026-05-06,14207.83,0,,Nabil,,0,No,High
INV-0285,CUS-045,Customer 45,Retail,2026-04-02,2026-05-17,14907.88,0,,Maya,,0,No,Low
INV-0286,CUS-046,Customer 46,Commercial,2026-05-06,2026-06-05,1492.57,0,,Karim,,0,Yes,Medium
INV-0287,CUS-047,Customer 47,Hospitality,2026-06-02,2026-07-02,7748.2,7748.2,2026-07-01,Rita,,0,No,Medium
INV-0288,CUS-048,Customer 48,Public Sector,2026-04-26,2026-05-26,11034.51,11034.51,2026-06-11,Nabil,,0,No,High
INV-0289,CUS-001,Customer 01,Retail,2026-01-12,2026-03-13,14009.55,14009.55,2026-04-06,Maya,,0,No,Low
INV-0290,CUS-002,Customer 02,Commercial,2026-04-10,2026-04-25,9944.72,9944.72,2026-05-05,Karim,,0,No,Medium
INV-0291,CUS-003,Customer 03,Hospitality,2026-01-10,2026-01-25,895.01,0,,Rita,2026-07-17,815.77,Yes,Medium
INV-0292,CUS-004,Customer 04,Public Sector,2026-05-28,2026-07-12,13823.45,13823.45,2026-07-26,Nabil,,0,No,High
INV-0293,CUS-005,Customer 05,Retail,2026-01-10,2026-02-24,2796.78,2796.78,2026-03-18,Maya,,0,No,Low
INV-0294,CUS-006,Customer 06,Commercial,2026-01-11,2026-02-10,13981.18,13981.18,2026-02-13,Karim,,0,No,Medium
INV-0295,CUS-007,Customer 07,Hospitality,2026-03-02,2026-04-16,6896.97,6896.97,2026-05-01,Rita,,0,No,Medium
INV-0296,CUS-008,Customer 08,Public Sector,2026-01-31,2026-03-02,784.31,784.31,2026-03-03,Nabil,,0,No,High
INV-0297,CUS-009,Customer 09,Retail,2026-03-11,2026-04-10,6837.89,1798.76,2026-04-19,Maya,2026-07-22,3488.23,No,Low
INV-0298,CUS-010,Customer 10,Commercial,2026-06-09,2026-07-24,2404.51,2404.51,2026-08-08,Karim,,0,No,Medium
INV-0299,CUS-011,Customer 11,Hospitality,2026-01-25,2026-02-24,9801.47,9801.47,2026-03-17,Rita,,0,No,Medium
INV-0300,CUS-012,Customer 12,Public Sector,2026-03-22,2026-04-06,6772.49,1877.85,2026-04-21,Nabil,,0,No,High
INV-0301,CUS-013,Customer 13,Retail,2026-01-09,2026-02-23,14609.33,0,,Maya,,0,No,Low
INV-0302,CUS-014,Customer 14,Commercial,2026-01-04,2026-03-05,3775.1,3775.1,2026-03-24,Karim,,0,No,Medium
INV-0303,CUS-015,Customer 15,Hospitality,2026-02-01,2026-02-16,3799.29,0,,Rita,,0,No,Medium
INV-0304,CUS-016,Customer 16,Public Sector,2026-05-02,2026-06-16,4809.64,4809.64,2026-06-12,Nabil,,0,No,High
INV-0305,CUS-017,Customer 17,Retail,2026-03-23,2026-04-22,4947.09,2674.28,2026-04-28,Maya,,0,No,Low
INV-0306,CUS-018,Customer 18,Commercial,2026-06-14,2026-08-13,4594.91,0,,Karim,,0,No,Medium
INV-0307,CUS-019,Customer 19,Hospitality,2026-02-10,2026-03-27,15030.56,15030.56,2026-04-08,Rita,,0,No,Medium
INV-0308,CUS-020,Customer 20,Public Sector,2026-04-14,2026-05-14,13226.1,13226.1,2026-05-29,Nabil,,0,No,High
INV-0309,CUS-021,Customer 21,Retail,2026-03-26,2026-05-10,16657.9,16657.9,2026-06-04,Maya,,0,No,Low
INV-0310,CUS-022,Customer 22,Commercial,2026-02-17,2026-04-03,7973.01,5289.45,2026-04-07,Karim,2026-07-23,2579.78,Yes,Medium
INV-0311,CUS-023,Customer 23,Hospitality,2026-05-02,2026-06-16,8522.46,8522.46,2026-07-10,Rita,,0,No,Medium
INV-0312,CUS-024,Customer 24,Public Sector,2026-04-12,2026-06-11,9397.49,9397.49,2026-06-11,Nabil,,0,No,High
INV-0313,CUS-025,Customer 25,Retail,2026-05-01,2026-05-31,4426.56,4426.56,2026-05-27,Maya,,0,No,Low
INV-0314,CUS-026,Customer 26,Commercial,2026-03-22,2026-04-21,15122.33,15122.33,2026-05-15,Karim,,0,No,Medium
INV-0315,CUS-027,Customer 27,Hospitality,2026-02-08,2026-03-10,11598.94,0,,Rita,,0,No,Medium
INV-0316,CUS-028,Customer 28,Public Sector,2026-01-21,2026-02-20,13789.6,13789.6,2026-03-11,Nabil,,0,No,High
INV-0317,CUS-029,Customer 29,Retail,2026-03-01,2026-03-31,11651.03,0,,Maya,,0,No,Low
INV-0318,CUS-030,Customer 30,Commercial,2026-01-25,2026-03-26,12381.74,12381.74,2026-04-16,Karim,,0,No,Medium
INV-0319,CUS-031,Customer 31,Hospitality,2026-03-10,2026-05-09,2813.57,2813.57,2026-05-07,Rita,,0,No,Medium
INV-0320,CUS-032,Customer 32,Public Sector,2026-01-19,2026-03-05,5316.03,5316.03,2026-03-29,Nabil,,0,No,High
INV-0321,CUS-033,Customer 33,Retail,2026-03-03,2026-04-02,13728.07,7999.21,2026-04-22,Maya,2026-07-11,4024.06,No,Low
INV-0322,CUS-034,Customer 34,Commercial,2026-01-05,2026-01-20,5207.69,3473.97,2026-02-16,Karim,,0,No,Medium
INV-0323,CUS-035,Customer 35,Hospitality,2026-05-18,2026-06-02,15789.64,0,,Rita,,0,No,Medium
INV-0324,CUS-036,Customer 36,Public Sector,2026-02-14,2026-03-01,15368.67,15368.67,2026-03-07,Nabil,,0,No,High
INV-0325,CUS-037,Customer 37,Retail,2026-05-20,2026-06-04,3376.58,3376.58,2026-05-30,Maya,,0,No,Low
INV-0326,CUS-038,Customer 38,Commercial,2026-01-08,2026-01-23,7987.1,4530.67,2026-02-05,Karim,2026-07-21,2499.42,No,Medium
INV-0327,CUS-039,Customer 39,Hospitality,2026-01-06,2026-02-05,15835.61,10447.38,2026-02-25,Rita,,0,No,Medium
INV-0328,CUS-040,Customer 40,Public Sector,2026-02-24,2026-04-10,2664.76,2664.76,2026-04-28,Nabil,,0,No,High
INV-0329,CUS-041,Customer 41,Retail,2026-05-15,2026-05-30,11010.35,11010.35,2026-06-08,Maya,,0,No,Low
INV-0330,CUS-042,Customer 42,Commercial,2026-05-29,2026-06-28,9778.03,0,,Karim,,0,No,Medium
INV-0331,CUS-043,Customer 43,Hospitality,2026-03-08,2026-04-22,5145.66,0,,Rita,2026-07-25,3331.68,No,Medium
INV-0332,CUS-044,Customer 44,Public Sector,2026-01-05,2026-01-20,7325.45,7325.45,2026-02-09,Nabil,,0,No,High
INV-0333,CUS-045,Customer 45,Retail,2026-05-27,2026-06-11,16942.77,16942.77,2026-06-09,Maya,,0,No,Low
INV-0334,CUS-046,Customer 46,Commercial,2026-04-06,2026-06-05,2595.83,0,,Karim,2026-07-13,1574.64,No,Medium
INV-0335,CUS-047,Customer 47,Hospitality,2026-01-12,2026-02-11,15741.81,15741.81,2026-02-23,Rita,,0,No,Medium
INV-0336,CUS-048,Customer 48,Public Sector,2026-05-12,2026-06-11,10541.24,10541.24,2026-06-16,Nabil,,0,No,High
INV-0337,CUS-001,Customer 01,Retail,2026-04-23,2026-05-23,12460.11,0,,Maya,,0,No,Low
INV-0338,CUS-002,Customer 02,Commercial,2026-01-06,2026-01-21,2185.46,0,,Karim,2026-07-19,1905.67,No,Medium
INV-0339,CUS-003,Customer 03,Hospitality,2026-02-01,2026-02-16,11637.3,11637.3,2026-02-23,Rita,,0,No,Medium
INV-0340,CUS-004,Customer 04,Public Sector,2026-01-11,2026-02-25,6318.1,6318.1,2026-03-14,Nabil,,0,No,High
INV-0341,CUS-005,Customer 05,Retail,2026-05-21,2026-06-20,15070.66,0,,Maya,2026-07-22,14081.65,No,Low
INV-0342,CUS-006,Customer 06,Commercial,2026-05-31,2026-07-30,6566.48,6566.48,2026-08-14,Karim,,0,No,Medium
INV-0343,CUS-007,Customer 07,Hospitality,2026-06-14,2026-07-14,1776.97,1776.97,2026-07-18,Rita,,0,No,Medium
INV-0344,CUS-008,Customer 08,Public Sector,2026-06-11,2026-07-11,16847.43,0,,Nabil,,0,No,High
INV-0345,CUS-009,Customer 09,Retail,2026-04-12,2026-05-12,7776.92,0,,Maya,,0,No,Low
INV-0346,CUS-010,Customer 10,Commercial,2026-03-19,2026-04-03,14464.24,3858.5,2026-04-22,Karim,2026-07-22,10327.48,No,Medium
INV-0347,CUS-011,Customer 11,Hospitality,2026-02-08,2026-03-10,11224.29,11224.29,2026-03-29,Rita,,0,No,Medium
INV-0348,CUS-012,Customer 12,Public Sector,2026-04-18,2026-05-18,1838.66,0,,Nabil,,0,No,High
INV-0349,CUS-013,Customer 13,Retail,2026-03-15,2026-04-14,16859.09,16859.09,2026-05-04,Maya,,0,No,Low
INV-0350,CUS-014,Customer 14,Commercial,2026-02-03,2026-04-04,11691.76,11691.76,2026-04-06,Karim,,0,No,Medium
INV-0351,CUS-015,Customer 15,Hospitality,2026-05-22,2026-07-21,7325.6,7325.6,2026-07-23,Rita,,0,No,Medium
INV-0352,CUS-016,Customer 16,Public Sector,2026-02-24,2026-03-11,899.92,899.92,2026-03-24,Nabil,,0,No,High
INV-0353,CUS-017,Customer 17,Retail,2026-04-26,2026-05-11,12627.06,8376.97,2026-05-12,Maya,,0,No,Low
INV-0354,CUS-018,Customer 18,Commercial,2026-04-02,2026-06-01,14979.53,7585.08,2026-06-08,Karim,2026-07-14,7327.01,No,Medium
INV-0355,CUS-019,Customer 19,Hospitality,2026-06-01,2026-07-01,3798.32,3798.32,2026-06-23,Rita,,0,No,Medium
INV-0356,CUS-020,Customer 20,Public Sector,2026-02-20,2026-04-21,10192.74,10192.74,2026-05-15,Nabil,,0,No,High
INV-0357,CUS-021,Customer 21,Retail,2026-05-28,2026-07-27,4466.46,4466.46,2026-08-14,Maya,,0,No,Low
INV-0358,CUS-022,Customer 22,Commercial,2026-05-18,2026-06-17,12673.41,0,,Karim,2026-07-07,9315.64,No,Medium
INV-0359,CUS-023,Customer 23,Hospitality,2026-02-10,2026-02-25,8411.09,0,,Rita,2026-07-08,8031.74,No,Medium
INV-0360,CUS-024,Customer 24,Public Sector,2026-03-29,2026-04-28,4206.82,4206.82,2026-05-02,Nabil,,0,No,High
